sheet 1,sheet 2
-0.54444,0.99166
-0.53262,0.99041
-0.5211,0.98925
-0.50927,0.98876
-0.49783,0.98828
-0.4862,0.98838
-0.47488,0.98856
-0.46366,0.98903
-0.45256,0.98978
-0.44183,0.99051
-0.43105,0.99171
-0.4206,0.99291
-0.41046,0.99411
-0.40033,0.99573
-0.39054,0.99729
-0.38106,0.9988
-0.37162,1.00067
-0.36247,1.00251
-0.3536,1.00429
-0.34491,1.00619
-0.33637,1.00823
-0.32809,1.01022
-0.32005,1.01215
-0.31216,1.0142
-0.30443,1.01634
-0.29691,1.01843
-0.2896,1.02045
-0.28248,1.02245
-0.27544,1.02466
-0.26859,1.02681
-0.26191,1.0289
-0.25539,1.03094
-0.24903,1.03295
-0.24275,1.03514
-0.23661,1.03728
-0.23062,1.03937
-0.22476,1.04141
-0.21902,1.04341
-0.21338,1.04545
-0.20783,1.04758
-0.20239,1.04966
-0.19706,1.0517
-0.19183,1.05371
-0.18668,1.05568
-0.18163,1.05761
-0.17664,1.05968
-0.17174,1.06172
-0.16692,1.06374
-0.16217,1.06572
-0.15749,1.06767
-0.15287,1.0696
-0.14832,1.0715
-0.14382,1.07348
-0.13939,1.07548
-0.13501,1.07746
-0.13068,1.07941
-0.1264,1.08134
-0.12216,1.08326
-0.11796,1.08515
-0.1138,1.08703
-0.1097,1.08899
-0.10563,1.09096
-0.1016,1.09292
-0.0976,1.09487
-0.09362,1.0968
-0.08967,1.09872
-0.08574,1.10063
-0.08183,1.10253
-0.07794,1.10444
-0.0741,1.10644
-0.07028,1.10843
-0.06647,1.11041
-0.06268,1.11239
-0.05889,1.11437
-0.0551,1.11634
-0.05132,1.11831
-0.04754,1.12028
-0.04378,1.12228
-0.04006,1.12435
-0.03633,1.12643
-0.0326,1.1285
-0.02886,1.13058
-0.02512,1.13267
-0.02136,1.13476
-0.01759,1.13686
-0.0138,1.13897
-0.01003,1.14113
-0.00629,1.14336
-0.00252,1.1456
0.00127,1.14785
0.00508,1.15011
0.00892,1.15239
0.01279,1.15469
0.01668,1.15701
0.02062,1.15934
0.0245,1.16179
0.02841,1.16427
0.03235,1.16676
0.03634,1.16929
0.04038,1.17184
0.04446,1.17442
0.04859,1.17704
0.05277,1.1797
0.05689,1.18247
0.06106,1.18529
0.0653,1.18814
0.0696,1.19104
0.07396,1.19398
0.0784,1.19697
0.08291,1.20001
0.08736,1.20318
0.09187,1.20642
0.09646,1.20972
0.10114,1.21308
0.10592,1.2165
0.11079,1.22
0.11566,1.22361
0.12053,1.22734
0.12552,1.23115
0.13061,1.23505
0.13582,1.23904
0.14117,1.24312
0.14641,1.24737
0.15176,1.25174
0.15725,1.25622
0.16288,1.26082
0.16867,1.26554
0.17432,1.27045
0.18011,1.27551
0.18606,1.28071
0.19219,1.28606
0.1983,1.2916
0.20441,1.29733
0.21072,1.30324
0.21722,1.30933
0.22362,1.31564
0.23008,1.32216
0.23676,1.3289
0.03237,1.33586
0.03305,1.33927
0.03373,1.3427
0.03442,1.34616
0.03512,1.34966
0.03582,1.35318
0.03653,1.35674
0.03725,1.36035
0.03798,1.36399
0.03871,1.36768
0.0394,1.3714
0.04006,1.37517
0.04074,1.37899
0.04142,1.38286
0.04211,1.38679
0.04282,1.39079
0.04353,1.39484
0.04426,1.39897
0.045,1.40318
0.04571,1.40744
0.04637,1.41176
0.04705,1.41617
0.04774,1.42067
0.04844,1.42526
0.04916,1.42995
0.04989,1.43475
0.05065,1.43966
0.05134,1.44465
0.052,1.44973
0.05267,1.45495
0.05337,1.4603
0.05408,1.46579
0.05481,1.47144
0.05556,1.47726
0.05618,1.48314
0.05682,1.4892
0.05748,1.49544
0.05816,1.50189
0.05886,1.50854
0.0595,1.51536
0.06006,1.52233
0.06063,1.52954
0.06123,1.53701
0.06185,1.54476
0.06232,1.55265
0.06276,1.56079
0.06321,1.56925
0.06368,1.57806
0.06397,1.58702
0.06421,1.59628
0.06445,1.60594
0.06461,1.61591
0.06456,1.62606
0.06451,1.63667
0.06434,1.64763
0.06393,1.65876
0.06349,1.67042
0.06276,1.68222
0.06187,1.6944
0.06079,1.70693
0.05936,1.71957
0.05776,1.73263
0.05571,1.74564
0.05341,1.75897
0.05065,1.77221
0.04748,1.78545
0.04391,1.79873
0.0397,1.81143
0.03506,1.82402
0.02987,1.83614
0.02399,1.84733
0.01758,1.85788
0.01061,1.86763
0.003,1.87612
-0.00521,1.88324
-0.01393,1.8891
-0.02311,1.89361
-0.03269,1.8967
-0.04268,1.89802
-0.05295,1.89774
-0.06339,1.89604
-0.07392,1.89302
-0.08446,1.88879
-0.095,1.88291
-0.10539,1.87607
-0.11557,1.86846
-0.12552,1.85996
-0.13519,1.85059
-0.14453,1.84095
-0.15353,1.83072
-0.16217,1.82018
-0.17044,1.80963
-0.17833,1.79866
-0.18587,1.788
-0.19302,1.77699
-0.19984,1.76638
-0.20629,1.75564
-0.21243,1.7452
-0.21826,1.73496
-0.22377,1.72478
-0.22903,1.71507
-0.23399,1.70534
-0.2387,1.69592
-0.24321,1.6869
-0.24745,1.67791
-0.25149,1.6692
-0.25536,1.66085
-0.25904,1.6527
-0.2625,1.64465
-0.26583,1.6369
-0.26903,1.62945
-0.27208,1.62218
-0.27495,1.61499
-0.27771,1.60806
-0.28038,1.60136
-0.28296,1.59489
-0.28539,1.5885
-0.28771,1.58224
-0.28995,1.57618
-0.29212,1.5703
-0.29423,1.5646
-0.29628,1.55905
-0.29817,1.55351
-0.30002,1.54813
-0.30182,1.54289
-0.30356,1.53779
-0.30527,1.53282
-0.30693,1.52797
-0.30852,1.52318
-0.31002,1.51844
-0.31149,1.51381
-0.31293,1.50928
-0.31433,1.50485
-0.31571,1.50051
-0.31706,1.49625
-0.31838,1.49207
-0.31964,1.48792
-0.32084,1.48382
-0.32202,1.47979
-0.32318,1.47582
-0.32432,1.47192
-0.32544,1.46808
-0.32655,1.46429
-0.32764,1.46055
-0.32872,1.45687
-0.32975,1.4532
-0.33073,1.44956
-0.3317,1.44595
-0.33266,1.44239
-0.3336,1.43887
-0.33454,1.43538
-0.33547,1.43192
-0.33639,1.42849
-0.3373,1.42509
-0.33821,1.42172
-0.3391,1.41836
-0.33992,1.415
-0.34074,1.41166
-0.34156,1.40834
-0.34237,1.40503
-0.34317,1.40174
-0.34398,1.39846
-0.34478,1.39519
-0.34558,1.39193
-0.34638,1.38868
-0.34717,1.38543
-0.34796,1.38218
-0.34869,1.37892
-0.34941,1.37566
-0.35014,1.3724
-0.35086,1.36913
-0.35159,1.36586
-0.35232,1.36258
-0.35305,1.3593
-0.35378,1.356
-0.35452,1.35269
-0.35526,1.34936
-0.356,1.34602
-0.35667,1.34265
-0.35735,1.33927
-0.35802,1.33586
-0.35871,1.33243
-0.3594,1.32897
-0.36009,1.32549
-0.36079,1.32197
-0.3615,1.31842
-0.36222,1.31483
-0.36294,1.31121
-0.36363,1.30755
-0.36428,1.30385
-0.36494,1.30011
-0.36561,1.29632
-0.36629,1.29247
-0.36697,1.28858
-0.36767,1.28462
-0.36838,1.28061
-0.3691,1.27652
-0.36982,1.27238
-0.37046,1.26818
-0.37112,1.26391
-0.37178,1.25957
-0.37246,1.25514
-0.37315,1.25062
-0.37386,1.246
-0.37458,1.24129
-0.37531,1.23647
-0.37595,1.23159
-0.37659,1.22661
-0.37725,1.2215
-0.37793,1.21626
-0.37863,1.21089
-0.37934,1.20537
-0.38004,1.19972
-0.38065,1.19398
-0.38127,1.18808
-0.38191,1.182
-0.38257,1.17573
-0.38325,1.16926
-0.38386,1.16266
-0.3844,1.1559
-0.38496,1.14892
-0.38554,1.14169
-0.38614,1.1342
-0.38662,1.12656
-0.38704,1.11871
-0.38747,1.11056
-0.38792,1.10208
-0.38826,1.09341
-0.38848,1.08451
-0.38872,1.07525
-0.38896,1.06558
-0.38892,1.05585
-0.38887,1.0457
-0.38882,1.03509
-0.38845,1.02441
-0.38803,1.01329
-0.38752,1.00177
-0.38667,0.99016
-0.38578,0.97801
-0.3845,0.96584
-0.38308,0.95323
-0.38129,0.94055
-0.37925,0.92759
-0.37678,0.91467
-0.37403,0.90149
-0.37069,0.88868
-0.36704,0.87571
-0.36279,0.86322
-0.35803,0.85109
-0.3528,0.83926
-0.3469,0.82833
-0.3404,0.81823
-0.33338,0.80893
-0.32582,0.8006
-0.3176,0.79382
-0.30888,0.78834
-0.29972,0.78419
-0.29017,0.78142
-0.2803,0.78011
-0.27009,0.78065
-0.25973,0.78256
-0.2493,0.78574
-0.23887,0.79009
-0.22847,0.79589
-0.2182,0.80278
-0.20814,0.81039
-0.19833,0.81878
-0.18878,0.82809
-0.17957,0.83764
-0.17069,0.84773
-0.16217,0.85813
-0.15401,0.86854
-0.14623,0.87934
-0.1388,0.88986
-0.13174,0.90068
-0.12501,0.91114
-0.11864,0.92168
-0.11258,0.93197
-0.10682,0.942
-0.10138,0.95204
-0.09618,0.96163
-0.09127,0.97113
-0.08662,0.98043
-0.08217,0.98933
-0.07796,0.9981
-0.07397,1.0067
-0.07015,1.01495
-0.06648,1.02287
-0.06306,1.03083
-0.05977,1.03848
-0.05661,1.04584
-0.05356,1.05293
-0.05072,1.06001
-0.04799,1.06686
-0.04535,1.07347
-0.0428,1.07987
-0.04034,1.08607
-0.03805,1.09225
-0.03583,1.09825
-0.03368,1.10406
-0.03159,1.1097
-0.02957,1.11517
-0.02763,1.12054
-0.0258,1.12587
-0.02402,1.13105
-0.02229,1.1361
-0.02061,1.14102
-0.01896,1.14582
-0.01735,1.1505
-0.01582,1.15513
-0.01437,1.15972
-0.01295,1.1642
-0.01156,1.16859
-0.01019,1.17288
-0.00886,1.1771
-0.00754,1.18123
-0.00626,1.1853
-0.00502,1.18931
-0.00385,1.19331
-0.0027,1.19724
-0.00157,1.2011
-0.00046,1.20491
0.00064,1.20866
0.00172,1.21236
0.00279,1.21601
0.00385,1.21962
0.00489,1.22318
0.00585,1.22675
0.0068,1.23028
0.00774,1.23377
0.00867,1.23723
0.00959,1.24065
0.0105,1.24405
0.0114,1.24742
0.0123,1.25076
0.01319,1.25409
0.01408,1.25739
0.01494,1.26068
0.01574,1.26398
0.01655,1.26726
0.01735,1.27052
0.01815,1.27377
0.01894,1.27701
0.01973,1.28025
0.02052,1.28347
0.02132,1.2867
0.0221,1.28992
0.02289,1.29313
0.02367,1.29636
0.02439,1.2996
0.02511,1.30284
0.02583,1.30608
0.02656,1.30934
0.02728,1.3126
0.02801,1.31587
0.02874,1.31916
0.02947,1.32246
0.03021,1.32578
0.03095,1.32912
0.03169,1.33248
0.26322,1.33586
0.2612,1.34325
0.2592,1.35057
0.25722,1.35784
0.25505,1.36503
0.25275,1.37216
0.25047,1.37923
0.2482,1.38625
0.24595,1.39322
0.24357,1.40012
0.24102,1.40695
0.23849,1.41374
0.23597,1.42049
0.23347,1.4272
0.23093,1.43387
0.22814,1.44044
0.22537,1.44698
0.2226,1.4535
0.21985,1.45999
0.21711,1.46646
0.21417,1.47284
0.21115,1.47917
0.20815,1.48548
0.20514,1.49178
0.20215,1.49806
0.19912,1.50433
0.19585,1.51048
0.19259,1.51662
0.18933,1.52276
0.18607,1.52889
0.18281,1.53504
0.17941,1.5411
0.17589,1.5471
0.17236,1.5531
0.16882,1.55912
0.16528,1.56514
0.16173,1.57119
0.15793,1.57708
0.15412,1.58297
0.15029,1.58888
0.14644,1.59482
0.14258,1.60078
0.1386,1.60667
0.13447,1.61248
0.13032,1.61831
0.12615,1.62418
0.12195,1.63008
0.11771,1.636
0.11324,1.64173
0.10874,1.6475
0.10421,1.65331
0.09964,1.65917
0.09504,1.66507
0.09021,1.67078
0.08532,1.6765
0.08039,1.68227
0.07541,1.68809
0.07039,1.69397
0.06514,1.69963
0.05982,1.70531
0.05444,1.71104
0.04901,1.71683
0.04349,1.72266
0.03775,1.72823
0.03195,1.73386
0.02608,1.73956
0.02014,1.74533
0.01402,1.75095
0.00776,1.75646
0.00142,1.76204
-0.005,1.76769
-0.01154,1.77331
-0.01829,1.77867
-0.02513,1.78411
-0.03206,1.78962
-0.03911,1.79511
-0.04637,1.80029
-0.05374,1.80554
-0.06121,1.81086
-0.06882,1.81609
-0.07662,1.82103
-0.08453,1.82604
-0.09256,1.83113
-0.10077,1.8359
-0.10913,1.84054
-0.1176,1.84526
-0.12622,1.84991
-0.13501,1.85412
-0.14392,1.8584
-0.15297,1.86274
-0.16217,1.86651
-0.1715,1.87028
-0.18097,1.8741
-0.19055,1.87741
-0.20026,1.88059
-0.21011,1.88382
-0.22004,1.8865
-0.23009,1.88902
-0.24027,1.89157
-0.25048,1.89343
-0.2608,1.89522
-0.27123,1.89694
-0.28163,1.8979
-0.29215,1.89887
-0.3027,1.89949
-0.31322,1.89958
-0.32384,1.89967
-0.33435,1.89905
-0.34489,1.89821
-0.35544,1.89717
-0.36582,1.89539
-0.37626,1.89359
-0.38651,1.89112
-0.39661,1.88816
-0.40621,1.88399
-0.41574,1.87964
-0.42519,1.87514
-0.43456,1.87046
-0.44385,1.86563
-0.45306,1.86063
-0.46217,1.85548
-0.47119,1.85016
-0.48012,1.84469
-0.48895,1.83906
-0.49747,1.83297
-0.50518,1.82572
-0.51284,1.81851
-0.51988,1.81056
-0.52685,1.80263
-0.53349,1.7944
-0.53974,1.78583
-0.54594,1.77733
-0.55151,1.76827
-0.55696,1.75922
-0.56218,1.75008
-0.56689,1.74058
-0.57153,1.73118
-0.57575,1.72153
-0.57966,1.71177
-0.58351,1.70212
-0.5868,1.69217
-0.58993,1.68225
-0.59301,1.67247
-0.59548,1.66238
-0.59786,1.65241
-0.60021,1.64258
-0.60197,1.63251
-0.60366,1.62256
-0.60531,1.61277
-0.6065,1.60284
-0.60753,1.59299
-0.60854,1.58329
-0.60928,1.57359
-0.60971,1.56389
-0.61013,1.55434
-0.61054,1.54494
-0.61043,1.53544
-0.6103,1.52608
-0.61018,1.51687
-0.6099,1.50773
-0.60928,1.4986
-0.60867,1.4896
-0.60806,1.48074
-0.60727,1.47194
-0.60622,1.46319
-0.60517,1.45456
-0.60414,1.44606
-0.603,1.43763
-0.60156,1.42925
-0.60013,1.42099
-0.59873,1.41284
-0.59734,1.40478
-0.59558,1.39677
-0.59382,1.38886
-0.59208,1.38105
-0.59036,1.37332
-0.58854,1.36567
-0.58647,1.3581
-0.58443,1.35061
-0.5824,1.3432
-0.5804,1.33586
-0.57826,1.3286
-0.57594,1.32141
-0.57364,1.3143
-0.57137,1.30725
-0.56911,1.30026
-0.56676,1.29334
-0.56421,1.2865
-0.56168,1.27971
-0.55917,1.27298
-0.55667,1.2663
-0.55419,1.25966
-0.55142,1.25312
-0.54867,1.24663
-0.54593,1.24018
-0.54321,1.23376
-0.5405,1.22738
-0.53766,1.22106
-0.53468,1.21482
-0.53172,1.20861
-0.52877,1.20243
-0.52583,1.19626
-0.5229,1.19012
-0.51975,1.18408
-0.51656,1.17807
-0.51338,1.17209
-0.51021,1.16611
-0.50704,1.16014
-0.50385,1.15419
-0.50042,1.14836
-0.497,1.14254
-0.49358,1.13673
-0.49016,1.13091
-0.48674,1.12508
-0.48323,1.1193
-0.47955,1.11363
-0.47587,1.10794
-0.47218,1.10225
-0.46849,1.09654
-0.46478,1.09081
-0.46091,1.08518
-0.45695,1.07961
-0.45297,1.07402
-0.44898,1.06841
-0.44497,1.06277
-0.44093,1.0571
-0.43666,1.05162
-0.43237,1.04611
-0.42805,1.04057
-0.4237,1.035
-0.41933,1.02939
-0.4148,1.02388
-0.41016,1.01845
-0.40548,1.01298
-0.40076,1.00746
-0.39601,1.0019
-0.39115,0.99638
-0.38612,0.99101
-0.38104,0.98559
-0.37592,0.98013
-0.37074,0.97461
-0.36546,0.96912
-0.35999,0.96381
-0.35447,0.95845
-0.34889,0.95303
-0.34324,0.94755
-0.33744,0.94219
-0.33149,0.93696
-0.32548,0.93166
-0.31939,0.9263
-0.31322,0.92086
-0.30682,0.91577
-0.30034,0.91062
-0.29377,0.9054
-0.28712,0.90011
-0.28028,0.89507
-0.27331,0.8901
-0.26624,0.88507
-0.25908,0.87996
-0.25173,0.87511
-0.24425,0.87037
-0.23666,0.86556
-0.22895,0.86068
-0.22107,0.8562
-0.21305,0.85174
-0.20492,0.84722
-0.19665,0.84276
-0.18822,0.83872
-0.17967,0.83462
-0.17099,0.83046
-0.16217,0.82676
-0.15322,0.82314
-0.14414,0.81947
-0.13493,0.81612
-0.12561,0.81307
-0.11616,0.80997
-0.1066,0.80713
-0.09695,0.80471
-0.08718,0.80226
-0.07731,0.8001
-0.0674,0.79839
-0.05736,0.79666
-0.04728,0.79535
-0.03717,0.79442
-0.02694,0.79347
-0.01676,0.79317
-0.00653,0.79308
0.00379,0.79304
0.01394,0.79384
0.02418,0.79465
0.03438,0.79584
0.04446,0.79757
0.05461,0.79931
0.06452,0.80182
0.07441,0.8045
0.08424,0.80744
0.09379,0.81105
0.10338,0.81468
0.11266,0.81899
0.12182,0.82353
0.13088,0.82828
0.13955,0.83371
0.14822,0.83914
0.15649,0.84517
0.16458,0.85143
0.17255,0.85783
0.18003,0.86486
0.18748,0.87186
0.19451,0.87933
0.20128,0.88703
0.20798,0.89473
0.21406,0.90306
0.22009,0.91132
0.22581,0.9198
0.23112,0.9286
0.23638,0.93731
0.24114,0.94638
0.24567,0.95554
0.25016,0.9646
0.25401,0.97408
0.25777,0.98349
0.26146,0.99281
0.26452,1.00249
0.26753,1.01206
0.27048,1.02152
0.27281,1.03129
0.27511,1.04091
0.27738,1.05041
0.27906,1.06015
0.28069,1.06976
0.28229,1.07925
0.28349,1.08883
0.28448,1.09837
0.28546,1.10778
0.28629,1.11713
0.2867,1.12655
0.28711,1.13583
0.28751,1.14498
0.28756,1.15416
0.28744,1.16327
0.28732,1.17226
0.2872,1.18113
0.28665,1.19003
0.28605,1.19882
0.28546,1.2075
0.28488,1.21607
0.2839,1.22464
0.28287,1.23311
0.28186,1.24148
0.28086,1.24974
0.27959,1.25797
0.27819,1.26611
0.2768,1.27417
0.27543,1.28213
0.27399,1.29002
0.27225,1.29785
0.27052,1.3056
0.26881,1.31327
0.26712,1.32087
0.26525,1.3284
